id,topic_id,question_text,image,question_type
1386,22,One division of the KdF (Strength through Joy) was Beauty of Labour.  What was the purpose of Beauty of Labour?,,multiple
1387,22,"True or False: Due to the work of Beauty of Labour, the Nazi Party claimed that 34,000 companies had improved their facilities by 1938.",,boolean
1388,22,True or False: The improvements to work places under Beauty of Labour was done by the workers themselves for no extra pay,,boolean
1389,22,True or False: The standard of living under the Nazis improved for all,,boolean
1390,22,What is eugenics?,,multiple
1391,22,What did the Nazis do to those they considered 'unsuitable' to become parents?,,multiple
1392,22,Which race did the Nazis believe was superior to all other races?,,short_answer
1393,22,True or False: In the Hitler Youth the Nazis taught racial hygiene - the idea that Aryans should only reproduce with other Aryans,,boolean
1394,22,True or False: Mixed race marriages were allowed in Nazi Germany,,boolean
1395,22,Identify a group which the Nazs considered to be Untermenschen (sub-humans),,multiple
1396,22,Identify a group which the Nazs considered to be Untermenschen (sub-humans),,multiple
1397,22,Which group in society were blamed for defeat in World War One?,,multiple
1398,22,Which group in society were blamed for the Treaty of Versailles?,,multiple
1399,22,Which group in society were blamed for the economic depression in 1929-33?,,multiple
1400,22,True or False: The Nazis believed that gypsies posed a threat to the racial purity of Germany,,boolean
1401,22,"After 1933, what happened to gypsies in Nazi Germany?",,multiple
1402,22,What year were gypsies banned from travelling in groups?,,short_answer
1403,22,"True or False: In 1939, orders were given to prepare all gypsies for deportation.",,boolean
1404,22,"In 1935, the Nazis strengthened the laws against homosexuality.  By 1938, how many males were imprisoned for homosexuality?",,multiple
1405,22,How many homosexuals died in concentration camps in Nazi Germany?,,multiple
1406,22,Which group in society were seen by the Nazis as a burden that weakened racial purity?,,short_answer
1407,22,"In Nazi Germany, if you were mentally ill, an alcoholic, had a deformity, had epilepsy, were deaf or blind, what became compulsory?",,multiple
1408,22,How many people were sterilised as a result of the 1933 Law for the Prevention of Hereditary Diseased Offspring?,,multiple
1409,22,"True or False: In 1939, the Nazis ordered that babies with severe mental or physical disabilities should be killed by starvation or lethal overdose",,boolean
1410,22,"From April 1933, Jews were banned from...",,multiple
1411,22,"From September 1933, Jews were banned from...",,multiple
1412,22,"From May 1935, Jews were banned from...",,multiple
1413,22,One example of early persecution of the Jews under the Nazis was...,,multiple
1414,22,What year did the boycott of Jewish shops and businesses take place?,,short_answer
1415,22,True or False: During the boycott of Jewish shops & businesses SA members were sent to paint Jewish starts or the word Jude (Jew) outside Jewish businesses,,boolean
1416,22,The persecution of the Jews became worse in 1935 when the Nazis passed which set of laws?,,short_answer
1417,22,"Under the Nuremberg Laws, Jews were no longer classed as...",,multiple
1418,22,"Under the Nuremberg Laws, Jews lost their right to...",,multiple
1419,22,"Under the Nuremberg Laws, Jews were no longer allowed to marry...",,multiple
1420,22,In what year did Jews have to register all of their possessions?,,short_answer
1421,22,Why did Jews have to register all their possessions in 1938?,,multiple
1422,22,What did Jews have to carry from 1938?,,multiple
1423,22,What event occurred between 9th and 10th November 1938?,,short_answer
1424,22,True or False: Goebbels used the shooting of a German citizen in Paris by a Jew as a reason to increase the persecution of the Jewish population.,,boolean
1425,22,"After the shooting at the Paris Embassy of a German by a Jew, Goebbels used the SA, SS and Gestapo to attack...",,multiple
1426,22,"True or False: On 9th and 10th November 1938, gangs smashed and burned Hitler's property and attacked the Nazi Party headquarters.",,boolean
1427,22,Why were the SA and Hitler Youth told not to wear uniforms during the attack on Jews in November 1938?,,multiple
1428,22,Did all German citizens approve of the events that took place during Kristallnacht?,,multiple
1429,22,How many Jews were killed during Kristallnacht?,,multiple
1430,22,True or False: 191 synagogues were destroyed during Kristallnacht,,boolean
1431,22,What does Kristallnacht translate as?,,short_answer
1432,22,Who was blamed for the damage during Kristallnacht?,,multiple
1433,22,True or False: The Hitler Youth were fined 1 billion marks to pay for the damage done during Kristallnacht.,,boolean
1434,22,"By 12th November 1938, how many Jews had been rounded up and sent to concentration camps due to Kristallnacht?",,multiple
1435,22,What year did the Nazis decide to evict all Jews from Germany?,,short_answer
1436,23,"By 1900, most operations were carried out using which method?",,multiple
1437,23,What year was the X-ray developed?,,short_answer
1438,23,"As early as 1896, what departments were opening in a number of British hospitals?",,multiple
1439,23,At which hospital did Dr John Hall-Edwards become one of the first doctors to make a diagnosis based on information from an x-ray,,multiple
1440,23,"True or False: The amount of radiation released in early x-rays was about 1,500 times the amount that it released from an x-ray today.",,multiple
1441,23,What could happen to patients that were given an x-ray when they were first developed?,,multiple
1442,23,How long did it take to do an x-ray of a hand using the table top machine?,,multiple
1443,23,True or False: Larger x-ray machines were developed and were really easy to move around.,,multiple
1444,23,How much blood does an average adult body contain?,,multiple
1445,23,What would happen to someone if they lost too much blood?,,multiple
1446,23,"True or False: The development of aseptic surgery and x-rays in the late 19th century, made it possible to carry out more complex surgical operations safely.",,multiple
1447,23,What is a blood transfusion?,,multiple
1448,23,Who did the first experiments in human blood transfusions?,,multiple
1449,23,"Between 1818 and 1829, James Blundell carried out how many blood transfusions?",,multiple
1450,23,True or False: James Blundell developed many of the techniques and basic equipment which would continue to be used up to the First World War.,,multiple
1451,23,What problem was there with the storage of blood?,,multiple
1452,23,"As there were problems with the storage of blood, how were blood transfusions carried out?",,multiple
1453,23,What happens to blood as soon as it leaves the body?,,short_answer
1454,23,What could happen to the tubes which transfused blood from one patient to another?,,multiple
1455,23,Why might transfused blood be rejected by a patient?,,multiple
1456,23,True or False: There was no danger of infection from unsterilised equipment during blood transfusions.,,multiple
1457,23,What chemical could be used to stop blood clotting during a blood transfusion?,,multiple
1458,23,"What was the name of the Austrian doctor who discovered the existence of three different blood groups - A, B and O, in 1901?",,multiple
1459,23,What is a universal blood group?,,multiple
